E,F,G,H,I,J,K
245075,1,1,0,0,83,838956
9603,1,1,0,0,63,838957
296402,2,2,0,0,36,838958
168061,2,2,3,3,25,838959
352343,2,1,0,0,25,838960
164824,1,1,2,2,25,838961
162464,1,1,2,2,82,838962
205543,2,1,3,3,27,838963
296310,2,1,2,2,42,838964
55976,2,2,3,3,32,838965
197727,1,1,2,2,25,838966
167370,2,2,2,2,49,838967
74222,1,1,2,2,69,838968
74222,1,1,2,2,71,838969
97994,1,1,2,2,31,838970
242052,2,2,2,2,62,838971
445010,2,2,3,3,81,838972
347120,1,1,0,0,34,838973
350110,1,1,2,2,31,838974
432136,1,1,2,2,69,838975
154093,2,1,0,0,77,838976
362172,1,1,3,3,56,838977
353913,1,1,0,0,61,838978
112213,1,1,3,3,46,838979
238550,1,1,2,2,40,838980
408087,1,1,0,0,38,838981
447050,2,1,3,3,24,838982
453536,2,1,3,3,60,838983
16522,1,1,2,2,67,838984
75343,2,1,2,2,73,838985
257724,1,1,2,2,24,838986
367786,1,1,0,0,58,838987
249319,2,1,2,2,24,838988
155913,1,1,2,2,24,838989
339685,1,1,3,3,62,838990
170611,1,1,0,0,51,838991
191407,1,1,0,0,61,838992
184089,1,1,3,3,66,838993
451498,1,1,3,3,76,838994
278556,1,1,2,2,46,838995
58447,1,1,0,0,69,838996
426440,2,1,2,2,61,838997
28179,1,1,3,3,37,838998
58423,1,1,3,3,42,838999
183865,1,1,2,2,61,839000
64802,1,1,2,2,50,839001
349832,1,1,0,0,59,839002
437570,1,1,0,0,63,839003
437570,2,1,0,0,62,839004
133883,1,1,2,2,24,839005
296887,1,1,2,2,30,839006
451810,2,1,3,3,29,839007
163120,1,1,2,2,42,839008
167377,1,1,3,3,25,839009
364136,1,1,2,2,37,839010
157046,1,1,2,2,66,839011
204333,2,1,0,0,70,839012
381261,1,1,0,0,88,839013
69557,1,1,0,0,53,839014
18666,2,2,3,3,25,839015
154544,1,1,2,2,62,839016
200968,1,1,2,2,65,839017
143408,1,1,2,2,31,839018
21919,1,1,2,2,31,839019
125545,1,1,2,2,49,839020
72851,2,1,2,2,30,839021
240802,2,1,3,3,83,839022
87697,1,1,0,0,51,839023
240802,1,1,3,3,79,839024
274296,2,1,0,0,37,839025
442477,1,1,3,3,26,839026
190216,1,1,2,2,54,839027
381704,1,1,3,3,54,839028
18002,1,1,3,3,25,839029
286929,1,1,0,0,46,839030
383212,1,1,0,0,53,839031
383212,2,2,3,3,53,839032
254779,2,1,0,0,49,839033
39012,1,1,2,2,56,839034
39012,1,1,2,2,51,839035
288211,1,1,3,3,24,839036
274794,1,1,0,0,56,839037
274794,1,1,2,2,55,839038
456403,1,1,3,3,58,839039
260940,1,1,2,2,63,839040
22910,1,1,2,2,44,839041
206888,1,1,3,3,35,839042
185422,2,1,0,0,40,839043
450786,1,1,3,3,29,839044
443872,2,2,3,3,40,839045
386969,1,1,2,2,76,839046
57354,2,2,2,2,55,839047
135648,1,1,2,2,61,839048
242052,2,2,2,2,59,839049
85680,1,1,2,2,45,839050
42703,1,1,2,2,46,839051
130597,2,1,2,2,55,839052
82814,2,1,0,0,72,839053
344422,1,1,2,2,69,839054
25609,2,2,2,2,54,839055
175523,1,1,3,3,67,839056
274528,2,2,2,2,52,839057
153204,1,1,0,0,91,839058
317757,1,1,2,2,31,839059
32347,1,1,3,3,24,839060
99184,1,1,3,3,56,839061
455817,2,1,2,2,65,839062
31197,1,1,2,2,53,839063
300270,1,1,3,3,65,839064
275670,1,1,2,2,51,839065
275670,1,1,3,3,46,839066
25121,2,2,3,3,47,839067
164757,2,1,0,0,41,839068
191205,2,1,3,3,90,839069
30093,1,1,2,2,41,839070
54192,1,1,2,2,24,839071
292451,2,2,0,0,41,839072
249161,1,1,2,2,38,839073
71428,1,1,2,2,61,839074
305347,2,1,2,2,84,839075
25204,1,1,0,0,70,839076
68811,2,1,3,3,24,839077
270098,1,1,2,2,45,839078
6725,2,1,0,0,78,839079
117721,2,1,2,2,44,839080
204624,1,1,0,0,24,839081
224711,2,1,2,2,84,839082
43194,2,2,0,0,62,839083
240938,2,2,3,3,80,839084
185422,2,2,0,0,61,839085
66196,2,2,0,0,50,839086
195755,2,2,3,3,36,839087
99526,2,2,2,2,31,839088
25609,2,1,2,2,51,839089
92147,1,1,0,0,36,839090
112886,1,1,0,0,55,839091
31985,1,1,2,2,66,839092
229881,2,1,3,3,25,839093
319519,1,1,2,2,39,839094
249344,1,1,3,3,47,839095
229868,1,1,2,2,41,839096
156143,1,1,2,2,36,839097
49849,1,1,0,0,85,839098
79764,1,1,2,2,52,839099
79764,2,1,2,2,44,839100
307060,2,1,2,2,74,839101
51666,1,1,2,2,56,839102
126082,2,1,2,2,25,839103
456566,2,1,3,3,24,839104
154278,2,1,2,2,65,839105
278786,1,1,3,3,24,839106
204479,1,1,3,3,27,839107
355187,1,1,2,2,58,839108
413351,1,1,3,3,24,839109
403839,1,1,2,2,28,839110
74030,1,1,2,2,30,839111
285080,1,1,0,0,56,839112
312066,2,1,3,3,47,839113
238938,1,1,2,2,66,839114
384000,2,1,3,3,46,839115
172664,1,1,2,2,71,839116
248223,1,1,3,3,24,839117
111058,1,1,3,3,59,839118
442495,2,1,3,3,24,839119
248729,1,1,2,2,62,839120
435439,1,1,0,0,46,839121
42418,1,1,0,0,26,839122
30854,2,1,0,0,67,839123
312066,1,1,0,0,50,839124
52441,2,1,3,3,52,839125
317894,2,1,2,2,51,839126
71021,1,1,0,0,36,839127
190495,1,1,2,2,54,839128
190495,1,1,2,2,54,839129
38385,1,1,3,3,25,839130
245206,1,1,3,3,24,839131
245206,1,1,0,0,50,839132
245206,1,1,0,0,58,839133
78191,2,1,2,2,25,839134
409546,2,1,3,3,36,839135
409703,2,1,2,2,30,839136
11959,1,1,3,3,56,839137
460783,1,1,3,3,62,839138
85655,1,1,2,2,24,839139
73852,2,1,2,2,64,839140
218487,1,1,2,2,36,839141
211458,2,1,2,2,43,839142
323642,2,1,0,0,61,839143
246026,1,1,0,0,74,839144
152873,2,1,2,2,74,839145
154417,1,1,0,0,40,839146
7330,2,2,3,3,28,839147
248241,2,2,2,2,70,839148
381824,2,1,3,3,35,839149
314747,2,2,2,2,101,839150
81462,1,1,3,3,34,839151
254139,1,1,3,3,33,839152
152873,1,1,2,2,71,839153
94745,1,1,3,3,58,839154
12391,2,1,3,3,29,839155
259903,2,1,0,0,59,839156
7904,1,1,3,3,92,839157
54603,2,1,2,2,59,839158
246797,1,1,3,3,37,839159
28077,2,1,0,0,40,839160
119722,2,1,0,0,24,839161
278525,1,1,2,2,65,839162
207802,2,1,3,3,40,839163
382086,2,1,2,2,71,839164
218945,1,1,3,3,60,839165
61873,1,1,2,2,68,839166
127235,1,1,2,2,74,839167
390347,1,1,2,2,61,839168
465045,2,1,0,0,27,839169
278525,1,1,0,0,69,839170
105573,1,1,3,3,24,839171
251454,1,1,2,2,52,839172
171694,2,1,2,2,70,839173
14950,1,1,0,0,25,839174
154278,1,1,3,3,63,839175
15373,1,1,2,2,51,839176
351625,2,1,2,2,31,839177
16003,0,0,2,2,28,839178
185534,2,1,2,2,51,839179
32518,1,1,3,3,25,839180
58914,1,1,0,0,65,839181
163120,1,1,3,3,41,839182
22670,1,1,3,3,24,839183
244455,1,1,3,3,50,839184
425606,2,2,2,2,41,839185
48561,2,1,2,2,67,839186
48561,2,1,2,2,67,839187
233812,2,1,2,2,25,839188
160767,1,1,3,3,55,839189
142530,1,1,3,3,58,839190
181224,1,1,3,3,85,839191
78206,2,1,3,3,24,839192
457851,1,1,3,3,50,839193
134380,1,1,2,2,82,839194
353588,1,1,0,0,58,839195
457851,1,1,2,2,49,839196
301082,1,1,3,3,51,839197
321528,2,1,0,0,47,839198
161440,1,1,2,2,41,839199
55398,1,1,2,2,55,839200
112393,2,1,3,3,24,839201
190129,1,1,2,2,28,839202
129733,1,1,2,2,24,839203
339773,1,1,2,2,80,839204
110869,1,1,3,3,26,839205
57159,1,1,3,3,34,839206
137954,1,1,0,0,30,839207
93461,2,1,3,3,26,839208
32531,1,1,2,2,73,839209
159007,1,1,2,2,62,839210
365267,1,1,2,2,24,839211
78645,2,1,3,3,26,839212
352899,1,1,0,0,31,839213
252004,1,1,2,2,30,839214
252004,1,1,2,2,30,839215
305584,2,2,2,2,50,839216
297219,1,1,0,0,86,839217
69180,1,1,2,2,80,839218
79782,1,1,3,3,41,839219
48677,1,1,3,3,45,839220
244455,2,1,3,3,41,839221
27809,1,1,2,2,37,839222
261912,1,1,2,2,71,839223
176303,1,1,3,3,24,839224
435068,1,1,2,2,49,839225
297219,2,1,0,0,90,839226
20003,1,1,2,2,24,839227
242066,1,1,2,2,29,839228
125768,1,1,0,0,32,839229
57728,1,1,2,2,63,839230
57728,1,1,2,2,57,839231
307204,1,1,2,2,67,839232
464731,2,2,0,0,78,839233
170966,2,1,0,0,33,839234
26785,2,2,3,3,63,839235
279066,1,1,2,2,46,839236
432306,1,1,3,3,25,839237
160354,1,1,3,3,71,839238
161125,1,1,3,3,67,839239
169381,1,1,2,2,28,839240
32826,1,1,2,2,50,839241
32826,1,1,3,3,69,839242
175030,1,1,0,0,41,839243
240798,2,2,3,3,72,839244
168963,1,1,3,3,24,839245
127180,1,1,2,2,46,839246
84133,1,1,3,3,48,839247
260103,1,1,0,0,83,839248
58491,2,1,3,3,53,839249
339773,2,2,2,2,72,839250
27460,1,1,2,2,64,839251
27460,2,1,2,2,72,839252
11953,2,1,2,2,56,839253
42789,1,1,2,2,27,839254
257254,1,1,0,0,56,839255
214024,2,1,0,0,52,839256
57728,1,1,3,3,25,839257
75402,2,1,3,3,42,839258
69406,2,1,3,3,50,839259
52378,2,1,0,0,29,839260
106102,1,1,2,2,61,839261
363624,2,1,2,2,39,839262
244103,1,1,3,3,66,839263
182481,1,1,3,3,31,839264
144183,1,1,2,2,50,839265
69740,2,2,3,3,68,839266
129368,2,1,2,2,36,839267
35448,2,1,0,0,46,839268
412863,2,1,2,2,61,839269
57078,2,1,0,0,56,839270
190363,1,1,0,0,61,839271
224333,1,1,3,3,46,839272
44595,1,1,2,2,36,839273
265328,1,1,0,0,50,839274
265328,2,1,3,3,51,839275
289474,2,1,3,3,29,839276
20928,0,0,3,3,30,839277
218945,2,2,0,0,62,839278
168287,1,1,2,2,30,839279
181224,1,1,3,3,88,839280
11056,1,1,0,0,66,839281
307089,1,1,3,3,49,839282
273868,2,1,0,0,71,839283
27351,1,1,3,3,77,839284
81398,2,1,2,2,36,839285
459545,1,1,2,2,56,839286
359355,1,1,0,0,87,839287
65488,1,1,2,2,24,839288
308070,1,1,0,0,95,839289
20087,2,1,3,3,63,839290
273868,1,1,0,0,72,839291
98729,1,1,3,3,26,839292
313010,1,1,3,3,24,839293
197294,1,1,2,2,34,839294
197294,2,1,2,2,36,839295
147276,1,1,2,2,65,839296
73706,1,1,3,3,46,839297
50575,2,1,3,3,41,839298
219334,1,1,2,2,82,839299
175396,2,1,2,2,27,839300
62416,1,1,0,0,39,839301
152468,1,1,3,3,29,839302
39650,1,1,3,3,41,839303
107086,1,1,2,2,53,839304
162729,1,1,3,3,26,839305
116727,1,1,2,2,24,839306
99450,2,1,3,3,29,839307
206418,1,1,3,3,30,839308
363328,2,1,3,3,64,839309
221052,2,2,2,2,36,839310
411126,2,1,3,3,41,839311
189489,2,1,2,2,30,839312
363616,1,1,2,2,63,839313
98919,2,1,3,3,84,839314
85209,2,1,2,2,60,839315
169137,1,1,3,3,24,839316
106055,1,1,0,0,63,839317
98888,1,1,2,2,68,839318
241156,1,1,2,2,55,839319
461772,1,1,3,3,48,839320
265781,1,1,2,2,37,839321
408288,1,1,0,0,68,839322
250483,1,1,3,3,36,839323
156347,1,1,3,3,75,839324
86542,1,1,3,3,24,839325
181215,1,1,2,2,46,839326
381257,2,1,2,2,81,839327
305621,1,1,3,3,56,839328
160734,2,1,3,3,73,839329
160734,1,1,2,2,73,839330
240082,2,1,3,3,24,839331
152093,1,1,0,0,68,839332
66936,1,1,2,2,65,839333
22629,1,1,3,3,61,839334
427356,2,1,3,3,30,839335
159061,1,1,2,2,49,839336
171764,1,1,0,0,63,839337
72147,1,1,3,3,36,839338
126404,1,1,0,0,64,839339
8818,1,1,3,3,24,839340
104464,1,1,2,2,38,839341
131021,1,1,2,2,51,839342
387786,1,1,0,0,68,839343
450478,1,1,3,3,47,839344
45339,1,1,0,0,48,839345
154555,1,1,0,0,36,839346
27447,1,1,2,2,42,839347
161825,2,1,3,3,31,839348
107091,2,1,2,2,30,839349
179811,2,1,3,3,41,839350
164792,2,1,3,3,71,839351
85254,2,1,3,3,76,839352
61460,1,1,0,0,52,839353
203883,2,1,0,0,95,839354
89250,2,1,2,2,74,839355
89250,2,1,3,3,73,839356
355483,2,1,3,3,47,839357
128414,1,1,2,2,24,839358
277228,1,1,2,2,41,839359
382764,1,1,2,2,91,839360
66484,1,1,0,0,56,839361
156347,1,1,3,3,75,839362
402063,2,1,3,3,36,839363
77529,2,1,2,2,70,839364
339867,1,1,3,3,24,839365
382764,2,1,2,2,82,839366
437863,1,1,3,3,47,839367
74132,1,1,2,2,56,839368
384810,0,0,0,0,40,839369
181257,2,1,2,2,59,839370
142708,1,1,2,2,25,839371
289220,2,2,3,3,24,839372
27932,2,1,0,0,24,839373
248687,2,2,0,0,25,839374
110957,2,2,2,2,24,839375
12555,2,1,2,2,25,839376
300122,1,1,2,2,25,839377
41957,1,1,2,2,26,839378
69991,1,1,3,3,58,839379
110076,2,2,2,2,48,839380
54531,1,1,3,3,71,839381
301673,1,1,2,2,66,839382
376641,2,2,0,0,81,839383
454907,2,1,0,0,52,839384
219568,2,1,3,3,41,839385
62274,1,1,3,3,26,839386
161971,2,1,2,2,31,839387
349724,2,1,0,0,42,839388
35499,1,1,2,2,70,839389
142083,2,1,3,3,28,839390
219499,1,1,3,3,31,839391
39321,2,1,0,0,85,839392
137346,2,1,3,3,71,839393
322300,2,1,0,0,53,839394
233422,1,1,0,0,32,839395
269422,2,1,3,3,31,839396
107113,2,1,2,2,24,839397
450478,1,1,3,3,49,839398
46183,2,1,3,3,24,839399
354364,1,1,2,2,24,839400
48292,1,1,3,3,44,839401
122243,1,1,2,2,65,839402
264444,2,1,2,2,74,839403
227089,1,1,2,2,43,839404
189686,1,1,3,3,31,839405
184111,1,1,2,2,59,839406
52490,1,1,0,0,57,839407
64364,1,1,2,2,51,839408
431998,1,1,3,3,25,839409
135218,1,1,3,3,48,839410
402009,1,1,2,2,29,839411
164229,1,1,2,2,63,839412
304967,1,1,2,2,45,839413
92546,1,1,2,2,26,839414
92546,1,1,3,3,25,839415
12566,1,1,0,0,44,839416
39321,1,1,0,0,87,839417
339270,2,1,3,3,25,839418
12927,2,1,3,3,40,839419
97089,2,1,3,3,24,839420
71852,2,1,3,3,42,839421
163597,2,1,2,2,29,839422
15558,1,1,3,3,31,839423
21810,2,1,3,3,65,839424
213623,2,1,3,3,34,839425
25184,1,1,0,0,76,839426
193654,1,1,0,0,79,839427
104414,1,1,0,0,56,839428
435005,2,1,3,3,29,839429
132344,1,1,0,0,61,839430
224049,2,1,0,0,34,839431
134849,1,1,0,0,25,839432
223774,1,1,3,3,26,839433
289475,1,1,0,0,29,839434
42791,1,1,2,2,52,839435
346770,2,1,2,2,45,839436
16459,1,1,2,2,46,839437
98082,1,1,2,2,25,839438
270845,2,1,3,3,60,839439
72799,2,1,0,0,45,839440
204042,2,2,2,2,25,839441
296367,2,2,0,0,60,839442
156166,1,1,2,2,73,839443
159799,2,1,0,0,31,839444
196983,1,1,2,2,25,839445
181533,1,1,3,3,64,839446
144903,1,1,3,3,56,839447
43194,1,1,0,0,62,839448
167884,2,2,2,2,44,839449
74820,1,0,0,0,28,839450
375770,2,1,2,2,46,839451
61601,2,1,3,3,51,839452
238254,1,1,2,2,55,839453
209749,1,1,3,3,24,839454
219334,1,1,3,3,89,839455
167477,2,1,0,0,26,839456
453940,1,1,0,0,44,839457
75082,2,1,2,2,47,839458
25490,1,1,2,2,26,839459
170731,2,2,2,2,25,839460
302879,2,2,2,2,53,839461
98919,1,1,2,2,83,839462
226972,2,1,2,2,65,839463
84312,2,2,3,3,67,839464
175625,2,1,3,3,24,839465
195810,2,2,0,0,39,839466
66952,2,2,2,2,24,839467
386931,2,2,0,0,83,839468
437220,2,2,2,2,73,839469
47109,2,2,3,3,24,839470
45986,1,1,2,2,24,839471
306953,1,1,0,0,82,839472
312820,1,1,0,0,28,839473
226299,2,2,3,3,50,839474
74161,2,2,3,3,30,839475
129820,2,1,2,2,47,839476
76095,1,1,3,3,24,839477
143408,1,1,2,2,30,839478
334735,2,1,0,0,50,839479
186714,1,1,2,2,28,839480
67986,1,1,3,3,53,839481
111049,1,1,3,3,25,839482
67986,2,2,2,2,36,839483
78729,2,1,2,2,68,839484
426732,1,1,0,0,24,839485
376638,1,1,2,2,63,839486
443706,2,1,3,3,24,839487
240009,2,2,3,3,24,839488
205636,1,1,3,3,34,839489
12659,2,2,2,2,27,839490
239735,1,1,0,0,48,839491
317943,1,1,2,2,66,839492
317942,1,1,2,2,76,839493
162917,1,1,2,2,52,839494
452896,1,1,3,3,25,839495
28039,1,1,3,3,37,839496
73954,1,1,3,3,27,839497
283904,2,1,3,3,56,839498
317218,2,2,0,0,53,839499
444100,1,1,0,0,63,839500
196549,1,1,2,2,85,839501
135131,1,1,3,3,28,839502
291528,2,1,0,0,26,839503
184807,1,1,3,3,26,839504
291528,2,2,0,0,31,839505
40237,1,1,2,2,24,839506
289700,1,1,2,2,24,839507
437192,1,1,3,3,24,839508
93934,1,1,0,0,78,839509
270743,2,1,2,2,24,839510
389100,1,1,3,3,53,839511
39375,1,1,2,2,89,839512
339569,2,2,2,2,73,839513
51554,2,1,2,2,25,839514
299062,1,1,0,0,71,839515
160026,2,1,3,3,24,839516
134562,1,1,0,0,57,839517
66771,1,1,2,2,42,839518
95875,1,1,3,3,69,839519
157045,1,1,3,3,71,839520
161845,1,1,3,3,33,839521
169537,2,1,2,2,38,839522
350096,1,1,2,2,41,839523
264025,1,1,3,3,24,839524
155214,2,1,0,0,97,839525
146800,2,1,0,0,49,839526
55727,1,1,2,2,48,839527
55727,1,1,2,2,56,839528
122979,1,1,2,2,57,839529
410937,1,1,2,2,25,839530
193654,1,1,0,0,79,839531
40984,1,1,2,2,44,839532
271997,1,1,2,2,62,839533
257614,2,1,3,3,36,839534
172871,1,1,3,3,46,839535
139152,1,1,0,0,58,839536
66925,1,1,0,0,24,839537
72771,1,1,3,3,80,839538
42945,2,1,3,3,24,839539
157409,1,1,3,3,36,839540
364136,1,1,3,3,24,839541
336133,1,1,2,2,41,839542
306041,2,1,3,3,24,839543
50014,2,1,3,3,60,839544
254245,2,2,0,0,64,839545
257204,2,1,3,3,28,839546
28529,1,1,0,0,44,839547
142734,1,1,0,0,25,839548
111700,1,1,0,0,50,839549
287000,1,1,0,0,31,839550
256830,1,1,0,0,26,839551
58730,2,1,2,2,59,839552
58730,1,1,3,3,61,839553
354018,1,1,0,0,56,839554
256788,1,1,2,2,65,839555
66446,1,1,3,3,38,839556
66454,2,1,3,3,39,839557
332771,1,1,3,3,32,839558
26042,1,1,0,0,77,839559
100408,2,1,2,2,89,839560
382825,1,1,3,3,35,839561
256788,2,1,2,2,67,839562
93625,1,1,3,3,65,839563
134776,2,2,0,0,84,839564
293648,2,2,0,0,26,839565
244339,1,1,3,3,34,839566
238806,1,1,2,2,26,839567
228374,2,2,2,2,47,839568
27545,2,2,2,2,53,839569
100408,1,1,2,2,87,839570
145163,1,1,2,2,41,839571
172834,1,1,3,3,73,839572
146294,1,1,3,3,48,839573
168647,1,1,3,3,25,839574
112369,1,1,2,2,25,839575
252843,1,1,3,3,51,839576
35902,1,1,0,0,73,839577
161736,1,1,3,3,32,839578
135526,2,1,3,3,24,839579
84542,2,1,3,3,63,839580
49849,1,1,3,3,82,839581
167463,1,1,3,3,35,839582
58606,1,1,3,3,24,839583
15316,1,1,0,0,47,839584
352038,1,1,2,2,30,839585
106533,1,1,2,2,71,839586
181075,2,1,2,2,57,839587
409720,1,1,2,2,24,839588
214991,2,1,3,3,36,839589
40320,1,1,3,3,26,839590
163979,1,1,0,0,35,839591
29511,2,1,0,0,24,839592
53449,1,1,3,3,25,839593
144380,2,1,0,0,44,839594
144380,1,1,2,2,47,839595
126684,1,1,2,2,51,839596
52071,2,1,0,0,45,839597
365266,1,1,3,3,56,839598
204900,1,1,2,2,33,839599
278465,1,1,2,2,25,839600
50971,1,1,3,3,46,839601
71850,1,1,0,0,30,839602
237509,1,1,2,2,24,839603
19661,1,1,2,2,46,839604
229750,1,1,0,0,79,839605
135715,1,1,2,2,51,839606
88489,2,1,0,0,66,839607
237788,1,1,3,3,24,839608
238332,1,1,2,2,24,839609
278388,2,1,3,3,25,839610
98695,1,1,3,3,49,839611
160417,1,1,2,2,61,839612
11629,1,1,3,3,42,839613
446233,2,2,2,2,41,839614
55728,1,1,3,3,73,839615
49953,1,1,3,3,57,839616
189374,2,1,3,3,61,839617
413217,1,1,2,2,56,839618
270384,1,1,0,0,37,839619
263919,1,1,0,0,66,839620
402566,1,1,3,3,24,839621
463126,1,1,3,3,41,839622
463126,1,1,3,3,49,839623
68027,1,1,3,3,42,839624
354006,1,1,2,2,24,839625
362069,2,2,3,3,87,839626
233075,1,1,3,3,57,839627
16549,2,1,3,3,24,839628
153725,2,2,3,3,64,839629
112901,2,2,0,0,47,839630
79400,1,1,3,3,25,839631
448209,2,2,2,2,43,839632
348787,1,1,3,3,25,839633
129170,2,1,0,0,27,839634
403583,1,1,2,2,24,839635
218733,1,1,3,3,24,839636
189343,2,2,0,0,67,839637
372723,1,1,3,3,38,839638
282742,1,1,2,2,39,839639
303590,2,2,2,2,58,839640
73141,1,1,3,3,64,839641
66755,2,2,3,3,72,839642
242085,2,1,2,2,24,839643
245796,0,0,2,2,64,839644
219182,2,1,0,0,25,839645
30954,2,2,2,2,63,839646
30954,2,2,2,2,68,839647
87763,2,2,0,0,78,839648
461772,2,2,2,2,44,839649
357965,2,1,2,2,73,839650
61253,1,1,2,2,29,839651
71534,2,1,3,3,61,839652
171712,1,1,2,2,53,839653
107204,2,1,2,2,39,839654
174033,2,2,0,0,27,839655
180906,2,2,0,0,25,839656
354335,2,1,2,2,36,839657
343499,2,2,0,0,62,839658
32344,2,2,3,3,45,839659
226109,2,2,0,0,36,839660
142116,1,1,0,0,70,839661
162926,1,1,2,2,58,839662
142116,1,1,0,0,62,839663
27545,1,1,2,2,55,839664
136827,1,1,2,2,81,839665
263479,2,2,0,0,51,839666
277199,1,1,3,3,32,839667
448209,2,2,2,2,64,839668
160008,2,1,2,2,48,839669
370169,2,2,0,0,31,839670
50318,2,1,3,3,25,839671
301726,2,1,3,3,30,839672
257198,2,1,3,3,43,839673
129039,1,1,3,3,24,839674
244977,1,1,3,3,51,839675
46137,1,1,0,0,24,839676
352215,1,1,3,3,53,839677
418041,1,1,3,3,24,839678
250063,1,1,0,0,75,839679
75118,1,1,3,3,46,839680
64957,1,1,0,0,79,839681
75118,2,1,3,3,44,839682
112399,2,1,3,3,56,839683
134222,1,1,3,3,32,839684
56155,1,1,2,2,51,839685
227037,2,1,2,2,46,839686
64957,1,1,0,0,71,839687
52615,2,1,2,2,37,839688
29756,1,1,3,3,36,839689
164176,1,1,2,2,24,839690
246998,1,1,3,3,25,839691
271483,2,1,3,3,31,839692
275452,1,1,2,2,66,839693
85729,2,1,3,3,43,839694
151559,1,1,0,0,54,839695
104477,1,1,3,3,50,839696
358511,1,1,3,3,24,839697
179169,1,1,2,2,71,839698
257035,1,1,3,3,40,839699
100379,1,1,3,3,24,839700
49824,1,1,3,3,71,839701
269742,2,1,2,2,42,839702
267493,1,1,2,2,59,839703
245797,1,1,2,2,24,839704
236847,2,1,2,2,85,839705
205118,1,1,2,2,41,839706
204954,1,1,3,3,51,839707
451907,1,1,2,2,24,839708
189587,1,1,0,0,65,839709
30456,2,1,3,3,81,839710
158780,1,1,3,3,56,839711
131771,2,1,2,2,40,839712
245027,2,1,3,3,61,839713
61552,1,1,0,0,66,839714
164821,1,1,0,0,61,839715
73872,2,1,3,3,58,839716
142245,1,1,2,2,24,839717
189587,1,1,0,0,74,839718
125463,1,1,3,3,24,839719
305791,2,1,3,3,71,839720
161386,2,2,2,2,25,839721
254143,1,1,2,2,61,839722
157558,1,1,0,0,45,839723
352968,2,1,0,0,33,839724
190562,1,1,2,2,44,839725
425805,2,1,2,2,24,839726
329490,1,1,2,2,52,839727
301031,1,1,0,0,63,839728
64513,1,1,3,3,40,839729
62538,1,1,3,3,53,839730
59210,1,1,2,2,62,839731
161829,1,1,2,2,24,839732
28392,1,1,3,3,24,839733
53839,1,1,3,3,48,839734
88472,1,1,3,3,65,839735
171712,1,1,0,0,61,839736
240204,1,1,2,2,32,839737
143586,1,1,2,2,51,839738
78094,2,1,0,0,66,839739
100514,1,1,2,2,59,839740
332771,1,1,2,2,61,839741
254184,2,1,2,2,35,839742
105008,2,2,2,2,24,839743
173580,1,1,2,2,24,839744
97158,2,1,0,0,68,839745
33934,1,1,3,3,39,839746
269681,2,1,3,3,55,839747
432908,0,0,0,0,52,839748
395469,2,1,3,3,26,839749
446388,1,1,0,0,67,839750
134584,1,1,2,2,86,839751
49953,2,1,3,3,35,839752
29562,1,1,0,0,26,839753
21857,2,1,0,0,60,839754
21857,1,1,0,0,57,839755
245148,1,1,3,3,30,839756
66650,1,1,3,3,24,839757
34482,1,1,3,3,61,839758
138155,2,2,3,3,25,839759
100970,2,1,3,3,41,839760
188501,1,1,2,2,64,839761
104787,1,1,2,2,46,839762
122096,1,1,2,2,35,839763
169403,2,1,2,2,56,839764
381726,2,2,0,0,32,839765
253072,1,1,3,3,41,839766
177198,1,1,2,2,24,839767
73872,1,1,2,2,64,839768
138797,1,1,0,0,51,839769
269466,2,1,0,0,62,839770
104476,2,1,2,2,68,839771
104476,1,1,3,3,64,839772
367068,1,1,2,2,45,839773
85565,1,1,3,3,27,839774
61290,1,1,3,3,62,839775
388507,1,1,3,3,25,839776
55414,1,1,2,2,51,839777
39375,1,1,2,2,88,839778
303118,1,1,2,2,69,839779
303118,1,1,3,3,68,839780
366622,1,1,0,0,77,839781
164081,1,1,0,0,81,839782
125209,2,1,3,3,38,839783
57290,2,1,0,0,26,839784
250669,2,1,0,0,49,839785
183925,1,1,0,0,41,839786
399744,1,1,3,3,63,839787
98147,1,1,0,0,48,839788
24560,1,1,0,0,51,839789
33129,2,2,2,2,35,839790
158733,2,2,0,0,32,839791
339420,1,1,2,2,49,839792
63918,2,1,3,3,70,839793
240385,2,1,3,3,45,839794
19365,1,1,2,2,69,839795
51666,1,1,3,3,56,839796
384301,1,1,3,3,24,839797
240784,1,1,2,2,79,839798
326204,2,1,0,0,28,839799
122243,1,1,2,2,56,839800
156269,2,1,2,2,36,839801
94319,2,1,3,3,33,839802
330986,2,2,2,2,51,839803
410094,2,2,3,3,57,839804
242376,1,1,2,2,62,839805
188746,2,2,3,3,34,839806
188746,2,2,3,3,36,839807
303590,2,2,2,2,57,839808
245032,1,1,3,3,65,839809
164280,2,1,0,0,27,839810
39241,1,1,0,0,61,839811
280981,2,1,3,3,41,839812
66806,2,1,2,2,53,839813
70063,1,1,0,0,32,839814
246761,1,1,2,2,46,839815
41419,2,1,0,0,51,839816
236788,1,1,3,3,24,839817
230323,2,1,0,0,24,839818
12162,1,1,0,0,28,839819
58493,1,1,3,3,31,839820
133838,1,1,2,2,64,839821
32932,1,1,2,2,30,839822
146259,1,1,3,3,24,839823
251932,1,1,2,2,44,839824
167868,2,1,2,2,28,839825
171857,1,1,0,0,76,839826
207545,1,1,3,3,30,839827
58493,1,1,0,0,44,839828
201485,1,1,2,2,42,839829
