E,F,G,H,I,J,K
69557,1,1,0,0,53,1
18666,2,2,3,3,25,2
154544,1,1,2,2,62,1
200968,1,1,1,2,65,1
143408,1,1,1,2,31,1
21919,1,1,1,2,31,1
125545,1,1,2,2,49,1
72851,2,1,2,2,30,2
240802,2,1,2,3,83,2
87697,1,1,0,0,51,1
240802,1,1,3,3,79,1
274296,2,1,0,0,37,2
442477,1,1,2,3,26,1
190216,1,1,1,2,54,1
381704,1,1,3,3,54,1
18002,1,1,3,3,25,1
286929,1,1,0,0,46,1
383212,1,1,0,0,53,1
383212,2,2,2,3,53,2
254779,2,1,0,0,49,2
39012,1,1,2,2,56,1
39012,1,1,2,2,51,1
288211,1,1,3,3,24,1
274794,1,1,0,0,56,1
274794,1,1,1,2,55,1
456403,1,1,2,3,58,1
260940,1,1,2,2,63,1
22910,1,1,2,2,44,1
206888,1,1,3,3,35,1
185422,2,1,0,0,40,2
450786,1,1,3,3,29,1
443872,2,2,3,3,40,2
386969,1,1,1,2,76,1
57354,2,2,1,2,55,2
135648,1,1,2,2,61,1
242052,2,2,2,2,59,2
85680,1,1,2,2,45,1
42703,1,1,1,2,46,1
130597,2,1,2,2,55,2
82814,2,1,0,0,72,2
344422,1,1,2,2,69,1
25609,2,2,2,2,54,2
175523,1,1,2,3,67,1
274528,2,2,2,2,52,2
153204,1,1,0,0,91,1
317757,1,1,2,2,31,1
32347,1,1,2,3,24,1
99184,1,1,3,3,56,1
455817,2,1,2,2,65,2
31197,1,1,2,2,53,1
300270,1,1,3,3,65,1
275670,1,1,1,2,51,1
275670,1,1,3,3,46,1
25121,2,2,3,3,47,2
164757,2,1,0,0,41,2
191205,2,1,3,3,90,2
30093,1,1,2,2,41,1
54192,1,1,1,2,24,1
292451,2,2,0,0,41,2
249161,1,1,2,2,38,1
71428,1,1,2,2,61,1
305347,2,1,2,2,84,2
25204,1,1,0,0,70,1
68811,2,1,3,3,24,2
270098,1,1,2,2,45,1
6725,2,1,0,0,78,2
117721,2,1,2,2,44,2
204624,1,1,0,0,24,1
224711,2,1,1,2,84,2
43194,2,2,0,0,62,2
240938,2,2,2,3,80,2
185422,2,2,0,0,61,2
66196,2,2,0,0,50,2
195755,2,2,3,3,36,2
99526,2,2,1,2,31,2
25609,2,1,2,2,51,2
92147,1,1,0,0,36,1
112886,1,1,0,0,55,1
31985,1,1,2,2,66,1
229881,2,1,3,3,25,2
319519,1,1,1,2,39,1
249344,1,1,3,3,47,1
229868,1,1,1,2,41,1
156143,1,1,2,2,36,1
49849,1,1,0,0,85,1
79764,1,1,2,2,52,1
79764,2,1,1,2,44,2
307060,2,1,1,2,74,2
51666,1,1,1,2,56,1
126082,2,1,2,2,25,2
456566,2,1,3,3,24,2
154278,2,1,2,2,65,2
278786,1,1,3,3,24,1
204479,1,1,2,3,27,1
355187,1,1,2,2,58,1
413351,1,1,2,3,24,1
403839,1,1,1,2,28,1
74030,1,1,2,2,30,1
285080,1,1,0,0,56,1
312066,2,1,2,3,47,2
238938,1,1,2,2,66,1
384000,2,1,2,3,46,2
172664,1,1,1,2,71,1
248223,1,1,3,3,24,1
111058,1,1,3,3,59,1
442495,2,1,2,3,24,2
248729,1,1,1,2,62,1
435439,1,1,0,0,46,1
42418,1,1,0,0,26,1
30854,2,1,0,0,67,2
312066,1,1,0,0,50,1
52441,2,1,3,3,52,2
317894,2,1,2,2,51,2
71021,1,1,0,0,36,1
190495,1,1,2,2,54,1
190495,1,1,2,2,54,1
38385,1,1,2,3,25,1
245206,1,1,2,3,24,1
245206,1,1,0,0,50,1
245206,1,1,0,0,58,1
78191,2,1,2,2,25,2
409546,2,1,3,3,36,2
409703,2,1,2,2,30,2
11959,1,1,2,3,56,1
460783,1,1,2,3,62,1
85655,1,1,2,2,24,1
73852,2,1,2,2,64,2
218487,1,1,1,2,36,1
211458,2,1,1,2,43,2
323642,2,1,0,0,61,2
246026,1,1,0,0,74,1
152873,2,1,2,2,74,2
154417,1,1,0,0,40,1
7330,2,2,2,3,28,2
248241,2,2,1,2,70,2
381824,2,1,2,3,35,2
314747,2,2,2,2,101,2
81462,1,1,2,3,34,1
254139,1,1,2,3,33,1
152873,1,1,1,2,71,1
94745,1,1,3,3,58,1
12391,2,1,2,3,29,2
259903,2,1,0,0,59,2
7904,1,1,3,3,92,1
54603,2,1,2,2,59,2
246797,1,1,2,3,37,1
28077,2,1,0,0,40,2
119722,2,1,0,0,24,2
278525,1,1,2,2,65,1
207802,2,1,3,3,40,2
382086,2,1,2,2,71,2
218945,1,1,3,3,60,1
61873,1,1,1,2,68,1
127235,1,1,1,2,74,1
390347,1,1,2,2,61,1
465045,2,1,0,0,27,2
278525,1,1,0,0,69,1
105573,1,1,2,3,24,1
251454,1,1,1,2,52,1
171694,2,1,2,2,70,2
14950,1,1,0,0,25,1
154278,1,1,3,3,63,1
15373,1,1,2,2,51,1
351625,2,1,1,2,31,2
16003,0,0,2,2,28,0
185534,2,1,1,2,51,2
32518,1,1,3,3,25,1
58914,1,1,0,0,65,1
163120,1,1,2,3,41,1
22670,1,1,3,3,24,1
244455,1,1,3,3,50,1
425606,2,2,1,2,41,2
48561,2,1,1,2,67,2
48561,2,1,2,2,67,2
233812,2,1,1,2,25,2
160767,1,1,2,3,55,1
142530,1,1,2,3,58,1
181224,1,1,3,3,85,1
78206,2,1,2,3,24,2
457851,1,1,3,3,50,1
134380,1,1,1,2,82,1
353588,1,1,0,0,58,1
457851,1,1,2,2,49,1
301082,1,1,2,3,51,1
321528,2,1,0,0,47,2
161440,1,1,2,2,41,1
55398,1,1,2,2,55,1
112393,2,1,3,3,24,2
190129,1,1,2,2,28,1
129733,1,1,1,2,24,1
339773,1,1,2,2,80,1
110869,1,1,2,3,26,1
57159,1,1,3,3,34,1
137954,1,1,0,0,30,1
93461,2,1,2,3,26,2
32531,1,1,1,2,73,1
159007,1,1,1,2,62,1
365267,1,1,2,2,24,1
78645,2,1,3,3,26,2
352899,1,1,0,0,31,1
252004,1,1,2,2,30,1
252004,1,1,2,2,30,1
305584,2,2,2,2,50,2
297219,1,1,0,0,86,1
69180,1,1,1,2,80,1
79782,1,1,3,3,41,1
48677,1,1,3,3,45,1
244455,2,1,2,3,41,2
27809,1,1,2,2,37,1
261912,1,1,1,2,71,1
176303,1,1,3,3,24,1
435068,1,1,2,2,49,1
297219,2,1,0,0,90,2
20003,1,1,2,2,24,1
242066,1,1,2,2,29,1
125768,1,1,0,0,32,1
57728,1,1,1,2,63,1
57728,1,1,1,2,57,1
307204,1,1,1,2,67,1
464731,2,2,0,0,78,2
170966,2,1,0,0,33,2
26785,2,2,2,3,63,2
279066,1,1,1,2,46,1
432306,1,1,2,3,25,1
160354,1,1,3,3,71,1
161125,1,1,2,3,67,1
169381,1,1,1,2,28,1
32826,1,1,2,2,50,1
32826,1,1,3,3,69,1
175030,1,1,0,0,41,1
240798,2,2,2,3,72,2
168963,1,1,3,3,24,1
127180,1,1,1,2,46,1
84133,1,1,3,3,48,1
260103,1,1,0,0,83,1
58491,2,1,3,3,53,2
339773,2,2,1,2,72,2
27460,1,1,1,2,64,1
27460,2,1,1,2,72,2
11953,2,1,2,2,56,2
42789,1,1,1,2,27,1
257254,1,1,0,0,56,1
214024,2,1,0,0,52,2
57728,1,1,3,3,25,1
75402,2,1,3,3,42,2
69406,2,1,3,3,50,2
52378,2,1,0,0,29,2
106102,1,1,2,2,61,1
363624,2,1,2,2,39,2
244103,1,1,3,3,66,1
182481,1,1,3,3,31,1
144183,1,1,1,2,50,1
69740,2,2,2,3,68,2
129368,2,1,2,2,36,2
35448,2,1,0,0,46,2
412863,2,1,2,2,61,2
57078,2,1,0,0,56,2
190363,1,1,0,0,61,1
224333,1,1,2,3,46,1
44595,1,1,2,2,36,1
265328,1,1,0,0,50,1
265328,2,1,3,3,51,2
289474,2,1,3,3,29,2
20928,0,0,2,3,30,0
218945,2,2,0,0,62,2
168287,1,1,2,2,30,1
181224,1,1,3,3,88,1
11056,1,1,0,0,66,1
307089,1,1,3,3,49,1
273868,2,1,0,0,71,2
27351,1,1,2,3,77,1
81398,2,1,2,2,36,2
459545,1,1,2,2,56,1
359355,1,1,0,0,87,1
65488,1,1,1,2,24,1
308070,1,1,0,0,95,1
20087,2,1,3,3,63,2
273868,1,1,0,0,72,1
98729,1,1,2,3,26,1
313010,1,1,2,3,24,1
197294,1,1,1,2,34,1
197294,2,1,1,2,36,2
147276,1,1,2,2,65,1
73706,1,1,3,3,46,1
50575,2,1,2,3,41,2
219334,1,1,2,2,82,1
175396,2,1,2,2,27,2
62416,1,1,0,0,39,1
152468,1,1,2,3,29,1
39650,1,1,3,3,41,1
107086,1,1,2,2,53,1
162729,1,1,2,3,26,1
116727,1,1,1,2,24,1
99450,2,1,3,3,29,2
206418,1,1,3,3,30,1
363328,2,1,3,3,64,2
221052,2,2,1,2,36,2
411126,2,1,2,3,41,2
189489,2,1,1,2,30,2
363616,1,1,2,2,63,1
98919,2,1,2,3,84,2
85209,2,1,1,2,60,2
169137,1,1,3,3,24,1
106055,1,1,0,0,63,1
98888,1,1,1,2,68,1
241156,1,1,1,2,55,1
461772,1,1,3,3,48,1
265781,1,1,2,2,37,1
408288,1,1,0,0,68,1
250483,1,1,2,3,36,1
156347,1,1,2,3,75,1
86542,1,1,2,3,24,1
181215,1,1,2,2,46,1
381257,2,1,2,2,81,2
305621,1,1,2,3,56,1
160734,2,1,3,3,73,2
160734,1,1,2,2,73,1
240082,2,1,3,3,24,2
152093,1,1,0,0,68,1
66936,1,1,2,2,65,1
22629,1,1,2,3,61,1
427356,2,1,3,3,30,2
159061,1,1,1,2,49,1
171764,1,1,0,0,63,1
72147,1,1,3,3,36,1
126404,1,1,0,0,64,1
8818,1,1,2,3,24,1
104464,1,1,2,2,38,1
131021,1,1,2,2,51,1
387786,1,1,0,0,68,1
450478,1,1,2,3,47,1
45339,1,1,0,0,48,1
154555,1,1,0,0,36,1
27447,1,1,2,2,42,1
161825,2,1,3,3,31,2
107091,2,1,2,2,30,2
179811,2,1,3,3,41,2
164792,2,1,2,3,71,2
85254,2,1,3,3,76,2
61460,1,1,0,0,52,1
203883,2,1,0,0,95,2
89250,2,1,1,2,74,2
89250,2,1,3,3,73,2
355483,2,1,2,3,47,2
128414,1,1,1,2,24,1
277228,1,1,1,2,41,1
382764,1,1,1,2,91,1
66484,1,1,0,0,56,1
156347,1,1,3,3,75,1
402063,2,1,2,3,36,2
77529,2,1,2,2,70,2
339867,1,1,3,3,24,1
382764,2,1,1,2,82,2
437863,1,1,2,3,47,1
74132,1,1,1,2,56,1
384810,0,0,0,0,40,0
181257,2,1,1,2,59,2
142708,1,1,1,2,25,1
289220,2,2,2,3,24,2
27932,2,1,0,0,24,2
248687,2,2,0,0,25,2
110957,2,2,2,2,24,2
12555,2,1,2,2,25,2
300122,1,1,2,2,25,1
41957,1,1,2,2,26,1
69991,1,1,3,3,58,1
110076,2,2,2,2,48,2
54531,1,1,3,3,71,1
301673,1,1,1,2,66,1
376641,2,2,0,0,81,2
454907,2,1,0,0,52,2
219568,2,1,2,3,41,2
62274,1,1,3,3,26,1
161971,2,1,2,2,31,2
349724,2,1,0,0,42,2
35499,1,1,1,2,70,1
142083,2,1,2,3,28,2
219499,1,1,2,3,31,1
39321,2,1,0,0,85,2
137346,2,1,3,3,71,2
322300,2,1,0,0,53,2
233422,1,1,0,0,32,1
269422,2,1,2,3,31,2
107113,2,1,2,2,24,2
450478,1,1,2,3,49,1
46183,2,1,2,3,24,2
354364,1,1,2,2,24,1
48292,1,1,2,3,44,1
122243,1,1,1,2,65,1
264444,2,1,1,2,74,2
227089,1,1,2,2,43,1
189686,1,1,2,3,31,1
184111,1,1,1,2,59,1
52490,1,1,0,0,57,1
64364,1,1,1,2,51,1
431998,1,1,2,3,25,1
135218,1,1,2,3,48,1
402009,1,1,2,2,29,1
164229,1,1,2,2,63,1
304967,1,1,1,2,45,1
92546,1,1,2,2,26,1
92546,1,1,2,3,25,1
12566,1,1,0,0,44,1
39321,1,1,0,0,87,1
339270,2,1,3,3,25,2
12927,2,1,3,3,40,2
97089,2,1,3,3,24,2
71852,2,1,3,3,42,2
163597,2,1,2,2,29,2
15558,1,1,2,3,31,1
21810,2,1,3,3,65,2
213623,2,1,3,3,34,2
25184,1,1,0,0,76,1
193654,1,1,0,0,79,1
104414,1,1,0,0,56,1
435005,2,1,3,3,29,2
132344,1,1,0,0,61,1
224049,2,1,0,0,34,2
134849,1,1,0,0,25,1
223774,1,1,3,3,26,1
289475,1,1,0,0,29,1
42791,1,1,1,2,52,1
346770,2,1,1,2,45,2
16459,1,1,1,2,46,1
98082,1,1,1,2,25,1
270845,2,1,2,3,60,2
72799,2,1,0,0,45,2
204042,2,2,1,2,25,2
296367,2,2,0,0,60,2
156166,1,1,2,2,73,1
159799,2,1,0,0,31,2
196983,1,1,2,2,25,1
181533,1,1,2,3,64,1
144903,1,1,2,3,56,1
43194,1,1,0,0,62,1
167884,2,2,2,2,44,2
74820,1,0,0,0,28,1
375770,2,1,2,2,46,2
61601,2,1,3,3,51,2
238254,1,1,1,2,55,1
209749,1,1,2,3,24,1
219334,1,1,3,3,89,1
167477,2,1,0,0,26,2
453940,1,1,0,0,44,1
75082,2,1,2,2,47,2
25490,1,1,2,2,26,1
170731,2,2,2,2,25,2
302879,2,2,2,2,53,2
98919,1,1,1,2,83,1
226972,2,1,2,2,65,2
84312,2,2,3,3,67,2
175625,2,1,3,3,24,2
195810,2,2,0,0,39,2
66952,2,2,2,2,24,2
386931,2,2,0,0,83,2
437220,2,2,1,2,73,2
47109,2,2,3,3,24,2
45986,1,1,2,2,24,1
306953,1,1,0,0,82,1
312820,1,1,0,0,28,1
226299,2,2,3,3,50,2
74161,2,2,3,3,30,2
129820,2,1,2,2,47,2
76095,1,1,2,3,24,1
143408,1,1,2,2,30,1
334735,2,1,0,0,50,2
186714,1,1,2,2,28,1
67986,1,1,2,3,53,1
111049,1,1,3,3,25,1
67986,2,2,2,2,36,2
78729,2,1,2,2,68,2
426732,1,1,0,0,24,1
376638,1,1,1,2,63,1
443706,2,1,3,3,24,2
240009,2,2,2,3,24,2
205636,1,1,3,3,34,1
12659,2,2,1,2,27,2
239735,1,1,0,0,48,1
317943,1,1,2,2,66,1
317942,1,1,2,2,76,1
162917,1,1,1,2,52,1
452896,1,1,3,3,25,1
28039,1,1,3,3,37,1
73954,1,1,3,3,27,1
283904,2,1,3,3,56,2
317218,2,2,0,0,53,2
444100,1,1,0,0,63,1
196549,1,1,2,2,85,1
135131,1,1,2,3,28,1
291528,2,1,0,0,26,2
184807,1,1,3,3,26,1
291528,2,2,0,0,31,2
40237,1,1,2,2,24,1
289700,1,1,2,2,24,1
437192,1,1,3,3,24,1
93934,1,1,0,0,78,1
270743,2,1,2,2,24,2
389100,1,1,2,3,53,1
39375,1,1,2,2,89,1
339569,2,2,1,2,73,2
51554,2,1,2,2,25,2
299062,1,1,0,0,71,1
160026,2,1,2,3,24,2
134562,1,1,0,0,57,1
66771,1,1,2,2,42,1
95875,1,1,3,3,69,1
157045,1,1,3,3,71,1
161845,1,1,3,3,33,1
169537,2,1,1,2,38,2
350096,1,1,1,2,41,1
264025,1,1,3,3,24,1
155214,2,1,0,0,97,2
146800,2,1,0,0,49,2
55727,1,1,1,2,48,1
55727,1,1,2,2,56,1
122979,1,1,2,2,57,1
410937,1,1,2,2,25,1
193654,1,1,0,0,79,1
40984,1,1,1,2,44,1
271997,1,1,2,2,62,1
257614,2,1,2,3,36,2
172871,1,1,3,3,46,1
139152,1,1,0,0,58,1
66925,1,1,0,0,24,1
72771,1,1,2,3,80,1
42945,2,1,2,3,24,2
157409,1,1,3,3,36,1
364136,1,1,3,3,24,1
336133,1,1,2,2,41,1
306041,2,1,3,3,24,2
50014,2,1,3,3,60,2
254245,2,2,0,0,64,2
257204,2,1,3,3,28,2
28529,1,1,0,0,44,1
142734,1,1,0,0,25,1
111700,1,1,0,0,50,1
287000,1,1,0,0,31,1
256830,1,1,0,0,26,1
58730,2,1,1,2,59,2
58730,1,1,3,3,61,1
354018,1,1,0,0,56,1
256788,1,1,2,2,65,1
66446,1,1,3,3,38,1
66454,2,1,2,3,39,2
332771,1,1,3,3,32,1
26042,1,1,0,0,77,1
100408,2,1,1,2,89,2
382825,1,1,2,3,35,1
256788,2,1,1,2,67,2
93625,1,1,2,3,65,1
134776,2,2,0,0,84,2
293648,2,2,0,0,26,2
244339,1,1,2,3,34,1
238806,1,1,2,2,26,1
228374,2,2,1,2,47,2
27545,2,2,2,2,53,2
100408,1,1,1,2,87,1
145163,1,1,2,2,41,1
172834,1,1,3,3,73,1
146294,1,1,3,3,48,1
168647,1,1,3,3,25,1
112369,1,1,1,2,25,1
252843,1,1,2,3,51,1
35902,1,1,0,0,73,1
161736,1,1,3,3,32,1
135526,2,1,3,3,24,2
84542,2,1,3,3,63,2
49849,1,1,3,3,82,1
167463,1,1,2,3,35,1
58606,1,1,3,3,24,1
15316,1,1,0,0,47,1
352038,1,1,2,2,30,1
106533,1,1,1,2,71,1
181075,2,1,1,2,57,2
409720,1,1,2,2,24,1
214991,2,1,3,3,36,2
40320,1,1,3,3,26,1
163979,1,1,0,0,35,1
29511,2,1,0,0,24,2
53449,1,1,2,3,25,1
144380,2,1,0,0,44,2
144380,1,1,1,2,47,1
126684,1,1,1,2,51,1
52071,2,1,0,0,45,2
365266,1,1,2,3,56,1
204900,1,1,2,2,33,1
278465,1,1,2,2,25,1
50971,1,1,3,3,46,1
71850,1,1,0,0,30,1
237509,1,1,2,2,24,1
19661,1,1,2,2,46,1
229750,1,1,0,0,79,1
135715,1,1,1,2,51,1
88489,2,1,0,0,66,2
237788,1,1,3,3,24,1
238332,1,1,2,2,24,1
278388,2,1,2,3,25,2
98695,1,1,2,3,49,1
160417,1,1,2,2,61,1
11629,1,1,3,3,42,1
446233,2,2,2,2,41,2
55728,1,1,3,3,73,1
49953,1,1,2,3,57,1
189374,2,1,3,3,61,2
413217,1,1,1,2,56,1
270384,1,1,0,0,37,1
263919,1,1,0,0,66,1
402566,1,1,3,3,24,1
463126,1,1,3,3,41,1
463126,1,1,3,3,49,1
68027,1,1,3,3,42,1
354006,1,1,2,2,24,1
362069,2,2,2,3,87,2
233075,1,1,2,3,57,1
16549,2,1,2,3,24,2
153725,2,2,3,3,64,2
112901,2,2,0,0,47,2
79400,1,1,2,3,25,1
448209,2,2,2,2,43,2
348787,1,1,3,3,25,1
129170,2,1,0,0,27,2
403583,1,1,1,2,24,1
218733,1,1,2,3,24,1
189343,2,2,0,0,67,2
372723,1,1,3,3,38,1
282742,1,1,1,2,39,1
303590,2,2,2,2,58,2
73141,1,1,2,3,64,1
66755,2,2,2,3,72,2
242085,2,1,2,2,24,2
245796,0,0,1,2,64,0
219182,2,1,0,0,25,2
30954,2,2,2,2,63,2
30954,2,2,1,2,68,2
87763,2,2,0,0,78,2
461772,2,2,2,2,44,2
357965,2,1,2,2,73,2
61253,1,1,1,2,29,1
71534,2,1,2,3,61,2
171712,1,1,2,2,53,1
107204,2,1,1,2,39,2
174033,2,2,0,0,27,2
180906,2,2,0,0,25,2
354335,2,1,2,2,36,2
343499,2,2,0,0,62,2
32344,2,2,2,3,45,2
226109,2,2,0,0,36,2
142116,1,1,0,0,70,1
162926,1,1,2,2,58,1
142116,1,1,0,0,62,1
27545,1,1,2,2,55,1
136827,1,1,1,2,81,1
263479,2,2,0,0,51,2
277199,1,1,3,3,32,1
448209,2,2,1,2,64,2
160008,2,1,2,2,48,2
370169,2,2,0,0,31,2
50318,2,1,3,3,25,2
301726,2,1,3,3,30,2
257198,2,1,3,3,43,2
129039,1,1,2,3,24,1
244977,1,1,3,3,51,1
46137,1,1,0,0,24,1
352215,1,1,3,3,53,1
418041,1,1,3,3,24,1
250063,1,1,0,0,75,1
75118,1,1,3,3,46,1
64957,1,1,0,0,79,1
75118,2,1,3,3,44,2
112399,2,1,3,3,56,2
134222,1,1,2,3,32,1
56155,1,1,1,2,51,1
227037,2,1,2,2,46,2
64957,1,1,0,0,71,1
52615,2,1,1,2,37,2
29756,1,1,3,3,36,1
164176,1,1,2,2,24,1
246998,1,1,3,3,25,1
271483,2,1,3,3,31,2
275452,1,1,2,2,66,1
85729,2,1,3,3,43,2
151559,1,1,0,0,54,1
104477,1,1,2,3,50,1
358511,1,1,2,3,24,1
179169,1,1,1,2,71,1
257035,1,1,3,3,40,1
100379,1,1,3,3,24,1
49824,1,1,2,3,71,1
269742,2,1,1,2,42,2
267493,1,1,2,2,59,1
245797,1,1,1,2,24,1
236847,2,1,1,2,85,2
205118,1,1,1,2,41,1
204954,1,1,2,3,51,1
451907,1,1,2,2,24,1
189587,1,1,0,0,65,1
30456,2,1,2,3,81,2
158780,1,1,2,3,56,1
131771,2,1,2,2,40,2
245027,2,1,3,3,61,2
61552,1,1,0,0,66,1
164821,1,1,0,0,61,1
73872,2,1,3,3,58,2
142245,1,1,2,2,24,1
189587,1,1,0,0,74,1
125463,1,1,3,3,24,1
305791,2,1,3,3,71,2
161386,2,2,2,2,25,2
254143,1,1,2,2,61,1
157558,1,1,0,0,45,1
352968,2,1,0,0,33,2
190562,1,1,1,2,44,1
425805,2,1,1,2,24,2
329490,1,1,2,2,52,1
301031,1,1,0,0,63,1
64513,1,1,2,3,40,1
62538,1,1,3,3,53,1
59210,1,1,2,2,62,1
161829,1,1,1,2,24,1
28392,1,1,3,3,24,1
53839,1,1,2,3,48,1
88472,1,1,3,3,65,1
171712,1,1,0,0,61,1
240204,1,1,2,2,32,1
143586,1,1,2,2,51,1
78094,2,1,0,0,66,2
100514,1,1,2,2,59,1
332771,1,1,2,2,61,1
254184,2,1,1,2,35,2
105008,2,2,2,2,24,2
173580,1,1,1,2,24,1
97158,2,1,0,0,68,2
33934,1,1,2,3,39,1
269681,2,1,2,3,55,2
432908,0,0,0,0,52,0
395469,2,1,2,3,26,2
446388,1,1,0,0,67,1
134584,1,1,2,2,86,1
49953,2,1,3,3,35,2
29562,1,1,0,0,26,1
21857,2,1,0,0,60,2
21857,1,1,0,0,57,1
245148,1,1,2,3,30,1
66650,1,1,3,3,24,1
34482,1,1,3,3,61,1
138155,2,2,2,3,25,2
100970,2,1,3,3,41,2
188501,1,1,1,2,64,1
104787,1,1,2,2,46,1
122096,1,1,2,2,35,1
169403,2,1,2,2,56,2
381726,2,2,0,0,32,2
253072,1,1,3,3,41,1
177198,1,1,2,2,24,1
73872,1,1,2,2,64,1
138797,1,1,0,0,51,1
269466,2,1,0,0,62,2
104476,2,1,2,2,68,2
104476,1,1,2,3,64,1
367068,1,1,2,2,45,1
85565,1,1,3,3,27,1
61290,1,1,3,3,62,1
388507,1,1,3,3,25,1
55414,1,1,2,2,51,1
39375,1,1,1,2,88,1
303118,1,1,2,2,69,1
303118,1,1,2,3,68,1
366622,1,1,0,0,77,1
164081,1,1,0,0,81,1
125209,2,1,2,3,38,2
57290,2,1,0,0,26,2
250669,2,1,0,0,49,2
183925,1,1,0,0,41,1
399744,1,1,2,3,63,1
98147,1,1,0,0,48,1
24560,1,1,0,0,51,1
33129,2,2,1,2,35,2
158733,2,2,0,0,32,2
339420,1,1,2,2,49,1
63918,2,1,3,3,70,2
240385,2,1,3,3,45,2
19365,1,1,2,2,69,1
51666,1,1,2,3,56,1
384301,1,1,3,3,24,1
240784,1,1,2,2,79,1
326204,2,1,0,0,28,2
122243,1,1,1,2,56,1
156269,2,1,2,2,36,2
94319,2,1,3,3,33,2
330986,2,2,2,2,51,2
410094,2,2,3,3,57,2
242376,1,1,1,2,62,1
188746,2,2,3,3,34,2
188746,2,2,3,3,36,2
303590,2,2,2,2,57,2
245032,1,1,3,3,65,1
164280,2,1,0,0,27,2
39241,1,1,0,0,61,1
280981,2,1,3,3,41,2
66806,2,1,1,2,53,2
70063,1,1,0,0,32,1
246761,1,1,2,2,46,1
41419,2,1,0,0,51,2
236788,1,1,3,3,24,1
230323,2,1,0,0,24,2
12162,1,1,0,0,28,1
58493,1,1,2,3,31,1
133838,1,1,1,2,64,1
32932,1,1,1,2,30,1
146259,1,1,2,3,24,1
251932,1,1,2,2,44,1
167868,2,1,2,2,28,2
171857,1,1,0,0,76,1
207545,1,1,2,3,30,1
58493,1,1,0,0,44,1
201485,1,1,2,2,42,1
22732,2,2,2,2,25,2
190914,2,2,0,0,82,2
135828,2,2,0,0,69,2
400347,2,2,0,0,30,2
280054,1,1,3,3,33,1
29465,1,1,2,2,24,1
2402,1,1,2,2,81,1
91447,1,1,2,3,24,1
27976,1,1,1,2,46,1
452325,1,1,2,2,53,1
143550,1,1,3,3,41,1
241119,1,1,2,2,43,1
48600,1,1,0,0,59,1
134883,2,1,0,0,25,2
144327,2,1,0,0,61,2
144327,2,1,0,0,62,2
12974,1,1,0,0,50,1
354811,1,1,2,2,51,1
185077,1,1,0,0,24,1
21324,1,1,3,3,36,1
291259,1,1,3,3,65,1
291260,1,1,3,3,69,1
333495,1,1,0,0,85,1
154367,2,1,2,2,24,2
153603,2,1,3,3,24,2
11371,1,1,3,3,24,1
163220,1,1,0,0,69,1
170709,2,2,1,2,64,2
170709,2,1,2,2,62,2
206948,1,1,3,3,34,1
154582,1,1,3,3,28,1
25709,1,1,0,0,65,1
24740,1,1,3,3,63,1
32224,1,1,2,2,74,1
215972,1,1,3,3,68,1
269681,2,1,2,3,58,2
259883,2,2,2,2,64,2
307969,2,1,2,2,43,2
35146,1,1,2,3,76,1
56155,1,1,2,2,50,1
430705,2,1,3,3,51,2
203878,2,1,2,2,24,2
269564,1,1,3,3,38,1
257037,1,1,2,3,24,1
119541,2,2,0,1,29,2
99185,1,1,1,2,31,1
452510,1,1,2,3,24,1
305624,1,1,2,2,24,1
105034,1,1,2,2,42,1
143550,1,1,1,2,43,1
164238,1,1,2,2,50,1
164238,1,1,1,2,48,1
414938,1,1,0,0,70,1
154431,1,1,0,0,36,1
100769,2,1,2,3,24,2
125901,1,1,2,3,49,1
59077,2,1,1,2,51,2
59077,1,1,1,2,54,1
185437,1,1,3,3,24,1
301752,2,1,3,3,24,2
227450,1,1,0,0,49,1
28434,1,1,1,2,66,1
330435,1,1,1,2,24,1
121832,1,1,1,2,26,1
63542,2,1,3,3,24,2
55804,1,1,0,0,42,1
10696,1,1,0,0,24,1
305182,1,1,0,0,31,1
438293,1,1,0,0,41,1
246876,1,1,2,2,24,1
346597,1,1,2,3,48,1
181735,2,2,2,2,44,2
135741,2,1,0,0,70,2
135465,1,1,0,0,24,1
104827,1,1,2,2,36,1
161590,1,1,2,2,88,1
183920,1,1,3,3,24,1
345249,2,1,3,3,40,2
115251,2,1,2,2,26,2
264440,1,1,1,2,29,1
337642,1,1,2,2,27,1
141972,2,1,1,2,26,2
296399,1,1,3,3,38,1
109981,1,1,2,2,43,1
112996,1,1,3,3,28,1
226139,1,1,2,3,66,1
381746,2,1,2,2,60,2
48621,1,1,2,3,26,1
189343,2,2,2,2,66,2
274437,1,1,2,3,35,1
19628,1,1,1,2,38,1
157765,2,1,2,2,40,2
247109,1,1,2,2,41,1
136220,1,1,2,3,27,1
382145,1,1,1,2,31,1
42703,2,1,3,3,24,2
181453,2,1,0,0,68,2
181453,2,1,0,0,64,2
340651,1,1,2,2,68,1
340651,1,1,3,3,66,1
25322,1,1,2,3,88,1
72774,1,1,2,2,31,1
156074,1,1,3,3,24,1
57245,1,1,2,2,66,1
414717,1,1,2,3,34,1
160253,1,1,1,2,36,1
356450,1,1,2,2,24,1
299859,1,1,2,3,56,1
214365,1,1,2,2,67,1
245259,1,1,2,2,24,1
180732,1,1,3,3,35,1
154555,2,1,2,3,24,2
68636,1,1,0,0,61,1
89171,1,1,3,3,48,1
303725,1,1,0,0,63,1
24327,1,1,2,2,51,1
